ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
66.0,187.0,4,38,18,1,0,95,62.0,6,5,22,5,36,0.0,4,4,46.0,79.0,6.0,4.0,1.0,92.0,0
73.0,255.0,16,100,40,0,0,100,,7,8,44,0,23,0.0,1,1,79.0,,18.0,1.0,13.0,80.0,0
69.0,180.0,9,101,30,1,1,100,,6,7,9,2,29,16.0,0,0,25.0,,3.0,2.0,1.0,45.0,0
56.0,179.0,3,69,27,2,2,87,2.0,4,2,31,4,39,0.0,5,5,38.0,61.0,4.0,3.0,0.0,78.0,0
77.0,324.0,7,85,26,0,0,100,,7,8,26,3,38,0.0,0,0,16.0,65.0,4.0,4.0,0.0,59.0,0
71.0,108.0,1,55,14,1,1,88,62.0,6,3,17,4,63,2.0,3,3,37.0,95.0,2.0,3.0,0.0,63.0,1
63.0,128.0,7,56,13,2,2,71,36.0,6,2,15,1,29,11.0,0,0,0.0,,0.0,2.0,,33.0,1
79.0,131.0,25,70,17,0,0,94,,6,6,17,0,29,0.0,0,0,0.0,52.0,1.0,2.0,0.0,38.0,1
57.0,142.0,8,61,44,0,0,84,6.0,4,6,44,1,16,0.0,8,8,45.0,,11.0,2.0,2.0,52.0,0
66.0,278.0,8,66,6,2,0,75,45.0,6,5,8,2,75,0.0,4,4,47.0,86.0,1.0,2.0,0.0,100.0,0
82.0,115.0,5,57,19,1,0,95,72.0,6,5,21,2,24,0.0,6,6,9.0,,2.0,,0.0,20.0,1
75.0,199.0,2,69,39,0,0,98,62.0,6,6,43,3,14,0.0,3,3,10.0,38.0,6.0,1.0,1.0,47.0,1
69.0,166.0,1,97,19,0,0,100,,7,8,13,4,0,0.0,13,13,40.0,,8.0,,4.0,73.0,0
54.0,119.0,110,115,1,2,2,50,1.0,1,3,2,0,0,,1,1,,,,,,,0
87.0,,27,96,16,0,0,100,,7,8,0,0,19,0.0,2,2,0.0,,3.0,1.0,0.0,50.0,0
68.0,69.0,15,37,11,0,0,100,,7,8,11,0,27,0.0,1,1,86.0,,4.0,1.0,1.0,83.0,0
80.0,320.0,1,81,27,0,0,100,,7,8,31,3,45,6.0,0,0,40.0,69.0,4.0,3.0,0.0,88.0,1
80.0,242.0,8,86,16,0,0,100,,7,8,12,1,25,0.0,1,1,37.0,48.0,2.0,2.0,1.0,67.0,1
63.0,105.0,2,42,17,0,0,100,,7,8,18,6,33,0.0,3,3,73.0,98.0,8.0,2.0,3.0,83.0,0
71.0,136.0,10,57,24,0,0,100,,7,8,24,2,29,0.0,2,2,62.0,,2.0,1.0,1.0,60.0,1
75.0,188.0,6,68,30,0,0,100,,7,8,26,2,39,,1,1,22.0,74.0,7.0,6.0,2.0,68.0,1
73.0,170.0,21,70,28,1,1,100,,0,8,28,0,36,,0,0,28.0,8.0,2.0,2.0,1.0,50.0,1
57.0,291.0,4,103,9,4,2,43,1.0,0,2,14,1,14,,6,6,43.0,,3.0,1.0,1.0,67.0,0
63.0,211.0,13,76,15,2,2,74,9.0,2,2,19,0,5,0.0,7,7,1.0,,1.0,,0.0,14.0,1
70.0,160.0,4,76,25,0,0,96,36.0,6,6,25,2,16,6.0,0,0,47.0,43.0,7.0,3.0,1.0,67.0,1
83.0,417.0,22,113,22,0,0,100,,7,8,22,0,27,22.0,0,0,44.0,,2.0,1.0,0.0,60.0,1
61.0,177.0,7,87,10,1,0,91,3.0,3,5,12,1,45,8.0,0,0,75.0,48.0,3.0,4.0,1.0,100.0,0
88.0,162.0,10,98,10,0,0,100,,7,8,15,1,20,9.0,0,0,0.0,,4.0,1.0,1.0,100.0,1
80.0,146.0,7,72,40,0,0,100,,7,8,43,1,26,2.0,2,2,29.0,,2.0,1.0,0.0,60.0,1
61.0,395.0,30,103,8,0,0,73,2.0,4,6,11,0,18,,0,0,79.0,,5.0,,2.0,100.0,0
71.0,176.0,14,79,29,0,0,97,11.0,6,6,33,0,14,0.0,2,2,15.0,,3.0,1.0,2.0,40.0,1
91.0,395.0,30,133,13,0,0,100,,7,8,13,0,15,,0,0,4.0,,2.0,1.0,0.0,33.0,1
76.0,42.0,18,27,7,0,0,100,,7,8,7,0,71,0.0,1,1,30.0,,1.0,3.0,0.0,80.0,0
82.0,69.0,21,41,10,0,0,100,,7,8,10,0,10,0.0,1,1,13.0,,1.0,1.0,0.0,67.0,0
71.0,128.0,4,58,15,1,1,100,,6,8,16,2,50,3.0,1,1,0.0,,1.0,1.0,0.0,33.0,1
75.0,194.0,18,89,12,0,0,100,,7,8,12,0,17,3.0,2,2,87.0,61.0,1.0,2.0,1.0,100.0,1
56.0,239.0,3,112,25,5,1,78,4.0,3,5,32,3,63,1.0,4,3,35.0,65.0,6.0,4.0,,83.0,0
81.0,154.0,21,73,13,0,0,100,,7,8,13,0,23,0.0,0,0,46.0,,4.0,,0.0,67.0,0
81.0,333.0,9,108,26,0,0,100,,7,8,26,2,12,1.0,3,3,1.0,40.0,7.0,2.0,0.0,59.0,1
69.0,79.0,16,50,12,2,2,100,,6,8,13,0,75,,2,2,22.0,81.0,2.0,4.0,0.0,100.0,0
87.0,332.0,2,127,15,0,0,100,,7,8,17,1,59,23.0,0,0,13.0,89.0,2.0,2.0,0.0,80.0,1
55.0,88.0,4,43,9,1,0,82,2.0,3,5,12,2,27,,1,1,22.0,,3.0,1.0,0.0,57.0,0
86.0,398.0,1,104,33,0,0,100,,7,8,35,1,18,1.0,2,2,6.0,47.0,4.0,3.0,0.0,62.0,1
62.0,264.0,2,74,56,0,0,93,4.0,4,6,58,4,50,2.0,2,2,52.0,51.0,5.0,4.0,2.0,47.0,1
66.0,259.0,4,108,10,7,7,100,,6,8,14,4,10,0.0,2,2,18.0,,3.0,1.0,1.0,67.0,0
72.0,294.0,5,75,20,0,0,95,46.0,6,6,21,3,62,7.0,0,0,57.0,50.0,6.0,4.0,2.0,91.0,0
80.0,94.0,8,48,8,0,0,90,12.0,6,6,10,1,20,3.0,2,2,33.0,,2.0,,0.0,50.0,1
67.0,118.0,6,37,23,2,2,88,70.0,6,2,26,5,42,0.0,0,0,31.0,70.0,5.0,3.0,1.0,67.0,0
85.0,186.0,8,83,22,0,0,100,,7,8,22,2,18,21.0,0,0,9.0,79.0,2.0,2.0,0.0,36.0,1
73.0,181.0,3,59,22,0,0,100,,7,8,22,2,41,0.0,0,0,56.0,54.0,6.0,5.0,1.0,79.0,0
66.0,159.0,2,82,15,1,1,82,24.0,6,4,22,1,50,,3,3,107.0,,2.0,1.0,1.0,100.0,0
54.0,134.0,8,64,14,1,1,76,0.0,4,4,17,1,24,0.0,0,0,31.0,,4.0,1.0,1.0,63.0,0
63.0,123.0,2,40,5,1,1,86,29.0,6,4,7,4,43,,0,0,77.0,,3.0,1.0,1.0,100.0,0
55.0,113.0,9,52,23,1,0,79,11.0,4,5,24,2,25,0.0,7,6,48.0,,3.0,2.0,2.0,45.0,0
59.0,94.0,4,33,31,0,0,94,11.0,4,6,31,3,29,,0,0,48.0,96.0,10.0,3.0,0.0,76.0,0
77.0,158.0,6,67,16,0,0,94,3.0,4,6,17,2,12,0.0,2,2,10.0,91.0,1.0,2.0,0.0,50.0,0
64.0,363.0,8,150,12,0,0,93,6.0,4,6,14,1,36,0.0,0,0,69.0,64.0,4.0,1.0,2.0,83.0,0
85.0,133.0,1,52,24,0,0,100,,7,8,26,2,31,3.0,1,1,8.0,97.0,2.0,4.0,0.0,70.0,1
73.0,207.0,11,66,23,0,0,92,2.0,4,6,24,1,33,10.0,0,0,0.0,14.0,1.0,3.0,0.0,80.0,1
60.0,125.0,6,45,39,0,0,95,6.0,4,6,39,3,18,0.0,1,1,27.0,54.0,7.0,6.0,2.0,42.0,1
70.0,291.0,8,88,14,0,0,100,,7,8,8,1,29,,0,0,100.0,67.0,5.0,2.0,4.0,100.0,0
61.0,128.0,6,76,12,3,2,67,29.0,5,3,18,1,56,0.0,0,0,99.0,43.0,3.0,4.0,,100.0,0
77.0,31.0,31,31,1,0,0,100,,7,8,1,0,0,0.0,6,6,,,,,,,0
83.0,426.0,10,142,36,0,0,100,,7,8,37,1,24,3.0,1,1,9.0,71.0,5.0,2.0,0.0,44.0,1
61.0,143.0,4,103,2,2,2,25,35.0,6,2,4,1,50,,2,2,,,,1.0,,100.0,0
81.0,271.0,10,59,20,0,0,100,,7,8,18,1,25,0.0,1,1,0.0,67.0,1.0,2.0,0.0,23.0,1
92.0,399.0,43,150,30,0,0,100,,7,8,30,0,3,,0,0,1.0,,4.0,1.0,0.0,33.0,1
90.0,400.0,143,249,6,0,0,100,,7,8,6,0,0,24.0,0,0,0.0,,0.0,,0.0,0.0,1
63.0,270.0,3,67,6,3,1,50,22.0,6,3,10,3,30,0.0,0,0,61.0,87.0,4.0,2.0,0.0,86.0,1
61.0,283.0,6,71,46,0,0,96,1.0,4,6,47,2,23,0.0,2,2,30.0,,4.0,1.0,2.0,36.0,0
51.0,91.0,5,27,7,2,2,75,3.0,0,2,9,3,63,0.0,4,4,76.0,89.0,3.0,2.0,1.0,100.0,0
82.0,217.0,18,87,16,0,0,94,41.0,6,6,29,0,35,2.0,1,1,9.0,96.0,1.0,2.0,0.0,60.0,1
70.0,366.0,9,163,17,2,2,74,1.0,0,2,19,2,11,2.0,1,1,6.0,,2.0,1.0,1.0,36.0,0
74.0,73.0,6,36,16,0,0,94,36.0,6,6,16,3,75,,1,1,10.0,63.0,2.0,5.0,0.0,88.0,0
54.0,94.0,1,44,16,0,0,88,1.0,4,6,17,4,29,0.0,1,1,58.0,94.0,4.0,2.0,3.0,75.0,0
69.0,,17,37,4,0,0,100,,7,8,4,0,75,,1,1,118.0,,1.0,2.0,1.0,100.0,0
78.0,340.0,8,106,25,0,0,96,7.0,4,6,25,1,56,4.0,1,1,6.0,77.0,2.0,3.0,0.0,56.0,0
60.0,12.0,2,7,1,1,1,100,,7,8,3,1,50,0.0,3,3,18.0,,1.0,,,100.0,1
87.0,215.0,34,80,18,0,0,100,,7,8,24,0,33,,1,1,2.0,,1.0,2.0,0.0,75.0,1
73.0,169.0,7,76,12,1,1,86,9.0,1,3,14,3,14,1.0,5,5,14.0,,1.0,,0.0,33.0,0
60.0,132.0,6,67,14,1,1,59,3.0,4,4,17,2,18,7.0,0,0,41.0,94.0,1.0,2.0,1.0,50.0,1
78.0,111.0,1,58,19,0,0,100,,7,8,22,3,32,0.0,3,3,11.0,29.0,4.0,2.0,1.0,75.0,1
73.0,188.0,2,58,23,0,0,100,,7,8,25,5,40,0.0,4,4,43.0,87.0,5.0,3.0,2.0,62.0,1
81.0,271.0,3,85,19,0,0,95,16.0,6,6,21,3,33,4.0,1,1,6.0,,3.0,1.0,1.0,36.0,1
59.0,172.0,5,54,16,0,0,82,0.0,4,6,17,3,47,0.0,0,0,64.0,13.0,3.0,3.0,2.0,55.0,0
49.0,178.0,13,91,10,6,1,56,3.0,3,5,17,0,56,0.0,2,2,65.0,45.0,3.0,4.0,1.0,100.0,0
57.0,134.0,3,66,36,0,0,97,22.0,6,6,36,3,25,0.0,2,2,64.0,29.0,11.0,5.0,9.0,71.0,0
80.0,373.0,9,105,13,0,0,85,67.0,6,6,13,1,8,9.0,0,0,3.0,,2.0,,0.0,27.0,0
55.0,25.0,5,14,9,0,0,100,,7,8,9,5,56,0.0,1,1,97.0,93.0,3.0,2.0,2.0,100.0,0
75.0,365.0,13,130,19,0,0,89,13.0,6,6,19,0,21,0.0,1,1,45.0,,4.0,1.0,0.0,50.0,1
59.0,27.0,1,13,14,0,0,100,,7,8,15,8,40,,1,1,49.0,71.0,8.0,2.0,1.0,91.0,0
86.0,199.0,3,83,21,0,0,100,,7,8,21,2,43,7.0,0,0,2.0,,5.0,1.0,0.0,75.0,1
71.0,150.0,3,56,19,0,0,100,,7,8,21,5,24,0.0,1,1,62.0,62.0,4.0,1.0,3.0,63.0,0
64.0,106.0,2,52,7,3,3,73,64.0,6,3,11,1,36,1.0,4,4,90.0,99.0,1.0,2.0,1.0,75.0,1
61.0,61.0,4,25,23,0,0,96,10.0,4,6,23,5,52,3.0,3,3,30.0,87.0,6.0,6.0,0.0,100.0,0
89.0,168.0,22,85,31,0,0,100,,7,8,33,0,36,21.0,0,0,2.0,,2.0,1.0,0.0,33.0,1
82.0,162.0,6,58,20,0,0,100,,7,8,22,1,55,7.0,0,0,22.0,82.0,3.0,3.0,0.0,67.0,1
86.0,321.0,20,96,15,0,0,100,,7,8,16,0,47,,0,0,16.0,59.0,3.0,2.0,0.0,63.0,1
62.0,83.0,1,38,13,2,1,93,36.0,0,5,15,4,60,7.0,0,0,3.0,74.0,1.0,4.0,0.0,63.0,0
80.0,285.0,37,80,10,0,0,100,,7,8,29,0,40,18.0,0,0,45.0,,2.0,1.0,0.0,100.0,0
84.0,223.0,1,75,18,0,0,100,,7,8,20,2,40,0.0,0,0,10.0,,4.0,1.0,1.0,71.0,1
86.0,158.0,3,74,13,0,0,100,,7,8,13,2,8,0.0,5,5,8.0,,3.0,1.0,0.0,44.0,1
73.0,192.0,13,77,24,0,0,96,11.0,4,6,26,0,58,1.0,4,4,35.0,,2.0,2.0,0.0,80.0,0
66.0,228.0,5,91,18,1,0,80,24.0,6,5,20,2,30,0.0,0,0,66.0,97.0,6.0,2.0,4.0,67.0,0
61.0,40.0,5,19,9,0,0,89,38.0,6,6,9,3,56,0.0,5,5,56.0,75.0,2.0,5.0,1.0,100.0,0
72.0,84.0,7,45,21,0,0,95,25.0,6,6,22,3,50,0.0,0,0,6.0,72.0,6.0,3.0,0.0,69.0,0
65.0,483.0,0,84,35,0,0,97,41.0,6,6,38,5,21,0.0,4,4,42.0,21.0,9.0,2.0,1.0,65.0,0
70.0,,4,65,21,0,0,90,10.0,4,6,0,2,33,,0,0,31.0,75.0,5.0,4.0,1.0,82.0,1
65.0,140.0,9,67,17,2,0,87,44.0,6,5,23,1,30,6.0,0,0,84.0,88.0,4.0,4.0,3.0,89.0,0
62.0,226.0,4,79,42,0,0,98,76.0,6,6,42,6,21,0.0,1,1,50.0,81.0,13.0,3.0,4.0,80.0,0
70.0,148.0,3,59,46,0,0,100,,7,8,46,2,35,0.0,2,2,28.0,38.0,4.0,2.0,1.0,41.0,1
,173.0,2,59,74,3,3,99,8.0,0,2,77,9,25,0.0,10,9,22.0,97.0,7.0,4.0,4.0,62.0,0
80.0,255.0,24,106,15,0,0,93,,6,6,15,0,47,0.0,1,1,0.0,36.0,1.0,4.0,0.0,50.0,1
76.0,269.0,6,107,32,1,1,97,,5,7,32,3,31,0.0,0,0,42.0,2.0,3.0,2.0,1.0,75.0,1
84.0,212.0,11,82,13,0,0,87,55.0,6,6,15,1,47,10.0,0,0,5.0,,1.0,1.0,0.0,67.0,0
65.0,101.0,2,25,7,1,1,100,,6,8,8,3,50,0.0,12,12,35.0,99.0,2.0,2.0,1.0,80.0,0
73.0,125.0,3,32,15,0,0,100,,7,8,29,1,7,0.0,4,4,28.0,,3.0,,1.0,25.0,0
60.0,154.0,9,53,56,0,0,100,,7,8,58,1,41,0.0,1,1,67.0,87.0,5.0,3.0,4.0,80.0,0
55.0,241.0,5,89,11,3,2,71,2.0,4,3,14,1,64,0.0,1,1,78.0,75.0,3.0,2.0,1.0,83.0,0
91.0,323.0,5,118,25,0,0,100,,7,8,27,1,41,18.0,0,0,3.0,81.0,1.0,3.0,0.0,36.0,1
57.0,160.0,1,70,6,3,2,45,13.0,6,3,11,1,73,0.0,2,2,64.0,52.0,1.0,4.0,1.0,71.0,0
72.0,164.0,2,67,38,0,0,100,,7,8,42,8,19,,1,1,55.0,,7.0,,3.0,67.0,0
68.0,108.0,4,50,15,0,0,100,,7,8,18,3,44,4.0,4,4,66.0,60.0,6.0,2.0,3.0,100.0,0
91.0,328.0,45,169,14,0,0,100,,7,8,14,0,29,,0,0,6.0,,3.0,3.0,0.0,60.0,1
60.0,220.0,4,83,21,1,0,80,1.0,4,5,25,2,44,22.0,0,0,62.0,87.0,4.0,3.0,2.0,73.0,1
81.0,142.0,1,59,15,0,0,100,,7,8,18,2,56,1.0,3,3,0.0,60.0,1.0,2.0,0.0,50.0,1
71.0,160.0,4,68,31,0,0,100,,7,8,31,3,35,1.0,1,1,61.0,35.0,5.0,3.0,1.0,80.0,1
66.0,288.0,13,80,32,0,0,85,2.0,4,6,33,0,33,12.0,0,0,43.0,,5.0,1.0,1.0,60.0,1
75.0,216.0,20,118,11,0,0,91,16.0,6,6,11,0,18,0.0,0,0,41.0,,4.0,1.0,0.0,63.0,1
80.0,233.0,143,211,4,0,0,100,,7,8,4,0,0,23.0,0,0,92.0,,1.0,,1.0,50.0,0
59.0,185.0,6,81,47,2,0,90,29.0,6,5,49,1,43,2.0,3,3,61.0,87.0,6.0,3.0,3.0,60.0,0
75.0,131.0,1,72,61,1,0,98,59.0,6,5,63,3,13,6.0,0,0,4.0,98.0,4.0,2.0,0.0,38.0,1
75.0,85.0,6,39,15,0,0,100,,7,8,15,1,60,12.0,0,0,52.0,82.0,3.0,4.0,0.0,100.0,0
80.0,163.0,3,71,33,0,0,100,,7,8,33,2,9,0.0,1,1,3.0,62.0,5.0,2.0,1.0,32.0,1
76.0,258.0,3,90,40,2,1,91,74.0,6,4,35,9,23,6.0,0,0,28.0,,8.0,2.0,1.0,50.0,1
84.0,338.0,9,100,41,0,0,100,,7,8,41,1,17,8.0,0,0,4.0,,2.0,,0.0,18.0,1
61.0,249.0,9,92,18,0,0,89,19.0,6,6,18,1,17,2.0,2,2,81.0,,8.0,1.0,3.0,77.0,0
77.0,145.0,2,36,7,0,0,100,,7,8,8,4,25,3.0,3,3,42.0,,1.0,2.0,0.0,60.0,1
88.0,342.0,50,256,7,0,0,100,,7,8,7,0,0,0.0,0,0,12.0,,3.0,,0.0,60.0,1
73.0,185.0,3,65,27,0,0,100,,7,8,27,4,48,0.0,5,5,46.0,26.0,5.0,4.0,1.0,69.0,1
82.0,431.0,4,84,33,0,0,100,,7,8,34,3,12,7.0,0,0,17.0,84.0,4.0,1.0,0.0,71.0,1
59.0,361.0,6,103,22,0,0,87,41.0,6,6,24,3,17,0.0,5,5,70.0,85.0,9.0,2.0,4.0,79.0,0
83.0,143.0,2,57,22,0,0,100,,7,8,24,4,17,1.0,2,2,7.0,60.0,6.0,3.0,0.0,75.0,1
81.0,201.0,8,46,17,0,0,100,,7,8,4,2,29,19.0,0,0,9.0,46.0,4.0,2.0,0.0,43.0,1
73.0,195.0,1,77,29,1,1,94,41.0,6,3,34,7,47,8.0,0,0,28.0,99.0,7.0,3.0,1.0,77.0,1
78.0,244.0,7,69,16,1,1,88,15.0,6,4,17,1,41,0.0,0,0,1.0,79.0,1.0,3.0,0.0,40.0,0
79.0,148.0,3,59,35,0,0,100,,7,8,35,1,54,0.0,0,0,0.0,,1.0,1.0,0.0,22.0,0
72.0,191.0,29,89,29,0,0,100,,7,8,29,0,24,7.0,0,0,56.0,,9.0,1.0,6.0,83.0,1
70.0,219.0,9,93,23,0,0,91,11.0,4,6,23,2,22,0.0,0,0,39.0,,6.0,2.0,1.0,53.0,0
67.0,188.0,3,75,14,0,0,93,80.0,6,6,14,1,29,,3,3,103.0,44.0,3.0,2.0,2.0,100.0,0
63.0,264.0,5,41,16,1,1,94,3.0,0,2,16,3,47,,0,0,27.0,74.0,4.0,3.0,0.0,73.0,1
67.0,82.0,5,44,14,2,2,100,,6,8,16,2,36,0.0,0,0,16.0,33.0,4.0,2.0,1.0,75.0,0
74.0,158.0,13,72,27,0,0,100,,7,8,27,0,41,0.0,0,0,70.0,62.0,3.0,2.0,2.0,63.0,1
69.0,142.0,2,42,15,2,2,83,35.0,6,2,18,3,39,0.0,0,0,19.0,43.0,4.0,3.0,0.0,64.0,1
64.0,43.0,1,15,10,0,0,100,,7,8,12,6,36,10.0,0,0,39.0,41.0,4.0,3.0,1.0,70.0,0
91.0,494.0,6,173,15,0,0,100,,7,8,15,1,0,0.0,0,0,1.0,,2.0,,0.0,29.0,0
70.0,180.0,15,43,18,0,0,89,12.0,6,6,1,0,28,0.0,2,2,21.0,79.0,2.0,3.0,0.0,56.0,0
68.0,158.0,2,63,42,1,1,91,4.0,4,4,47,5,40,0.0,2,2,5.0,62.0,4.0,4.0,0.0,57.0,1
85.0,142.0,75,106,4,0,0,100,,7,8,4,0,0,,0,0,37.0,,4.0,,0.0,100.0,1
83.0,102.0,5,40,14,0,0,100,,7,8,15,6,14,0.0,1,1,8.0,,1.0,1.0,0.0,18.0,1
78.0,202.0,1,102,12,0,0,86,17.0,6,6,39,2,57,,0,0,16.0,101.0,3.0,4.0,0.0,89.0,0
72.0,253.0,2,70,30,1,0,94,55.0,6,5,34,5,38,3.0,2,2,15.0,99.0,8.0,3.0,0.0,67.0,1
69.0,217.0,14,93,18,0,0,80,10.0,4,6,20,0,45,0.0,5,4,20.0,24.0,4.0,3.0,1.0,78.0,0
70.0,117.0,7,68,22,0,0,100,,7,8,26,1,23,0.0,8,8,90.0,,7.0,1.0,4.0,80.0,1
60.0,294.0,2,75,11,3,2,56,2.0,0,2,16,1,25,,0,0,28.0,74.0,5.0,2.0,0.0,78.0,0
64.0,320.0,25,121,33,0,0,88,18.0,6,6,34,0,27,14.0,0,0,52.0,47.0,12.0,4.0,3.0,76.0,1
87.0,230.0,6,96,27,0,0,100,,7,8,28,3,11,15.0,0,0,2.0,,3.0,1.0,0.0,24.0,1
74.0,24.0,5,18,4,0,0,100,,7,8,4,1,50,21.0,0,0,35.0,,1.0,1.0,,100.0,1
81.0,190.0,6,84,21,0,0,100,,7,8,21,2,29,7.0,0,0,8.0,91.0,5.0,2.0,0.0,88.0,1
82.0,168.0,16,94,10,0,0,100,,7,8,11,0,45,0.0,0,0,,,1.0,1.0,,100.0,1
61.0,274.0,7,103,27,0,0,79,2.0,4,6,29,1,17,0.0,0,0,33.0,47.0,11.0,2.0,3.0,76.0,1
65.0,138.0,5,68,35,0,0,97,,5,7,36,2,53,0.0,0,0,76.0,78.0,12.0,4.0,2.0,100.0,0
62.0,208.0,4,118,16,1,0,89,1.0,4,5,18,2,33,0.0,1,1,69.0,66.0,6.0,4.0,3.0,100.0,1
72.0,180.0,13,70,23,1,0,88,14.0,6,5,25,0,21,10.0,0,0,15.0,,3.0,1.0,0.0,40.0,0
72.0,165.0,8,59,31,0,0,90,17.0,6,6,31,4,39,0.0,0,0,16.0,,4.0,2.0,1.0,50.0,0
64.0,57.0,11,39,10,1,0,75,20.0,6,5,13,1,42,0.0,1,1,68.0,88.0,2.0,4.0,1.0,86.0,0
86.0,360.0,9,125,20,0,0,100,,7,8,20,1,15,,0,0,11.0,22.0,4.0,2.0,0.0,55.0,1
83.0,140.0,4,75,27,0,0,100,,7,8,29,4,52,0.0,3,2,12.0,100.0,2.0,3.0,0.0,71.0,1
69.0,225.0,12,103,20,0,0,85,10.0,4,6,20,0,25,0.0,0,0,28.0,47.0,7.0,2.0,0.0,90.0,1
62.0,87.0,9,42,10,2,1,83,5.0,3,5,12,2,33,1.0,1,1,14.0,90.0,4.0,1.0,1.0,63.0,0
78.0,282.0,7,93,8,0,0,78,22.0,6,6,9,1,22,,0,0,31.0,,3.0,1.0,0.0,83.0,1
86.0,358.0,3,100,28,0,0,97,,6,6,29,2,34,5.0,0,0,0.0,,1.0,,0.0,17.0,1
93.0,425.0,63,179,6,0,0,100,,9,8,6,0,33,0.0,0,0,0.0,,0.0,,,0.0,1
82.0,153.0,5,46,4,0,0,100,,7,8,4,2,50,0.0,0,0,16.0,,1.0,1.0,0.0,100.0,1
64.0,242.0,18,124,16,2,0,47,2.0,4,5,19,0,74,0.0,4,4,27.0,,2.0,3.0,0.0,100.0,0
66.0,165.0,13,55,15,3,3,94,69.0,6,2,17,0,76,0.0,4,3,86.0,76.0,1.0,3.0,1.0,80.0,0
83.0,107.0,3,60,24,0,0,100,,7,8,24,3,42,3.0,1,1,28.0,95.0,1.0,3.0,0.0,80.0,1
57.0,361.0,34,164,24,1,1,85,14.0,6,2,19,0,27,5.0,1,0,23.0,,6.0,1.0,0.0,73.0,1
82.0,145.0,11,77,45,0,0,100,,6,7,45,1,69,,0,0,13.0,52.0,5.0,10.0,0.0,71.0,0
77.0,138.0,3,105,13,1,1,93,39.0,6,2,21,2,21,2.0,2,2,1.0,,1.0,1.0,0.0,33.0,1
65.0,271.0,4,92,24,0,0,92,1.0,4,6,24,2,42,0.0,2,2,31.0,45.0,8.0,3.0,1.0,73.0,1
64.0,85.0,0,13,2,0,0,100,,7,8,9,8,33,0.0,66,66,65.0,,2.0,3.0,1.0,71.0,0
54.0,103.0,4,46,17,2,2,89,10.0,0,4,18,4,56,0.0,1,1,41.0,87.0,3.0,4.0,0.0,58.0,0
84.0,155.0,17,78,13,0,0,100,,6,7,17,0,50,12.0,0,0,1.0,,1.0,1.0,0.0,60.0,0
87.0,178.0,3,91,22,0,0,100,,7,8,24,2,29,2.0,6,6,7.0,68.0,2.0,2.0,0.0,44.0,0
56.0,125.0,4,47,10,0,0,83,3.0,4,6,12,1,17,0.0,1,1,85.0,,4.0,1.0,4.0,71.0,0
77.0,140.0,2,73,15,0,0,88,12.0,6,6,17,2,53,0.0,1,1,17.0,64.0,2.0,4.0,,67.0,0
82.0,273.0,6,103,28,0,0,100,,7,8,32,1,31,1.0,1,1,2.0,,4.0,3.0,0.0,50.0,1
63.0,194.0,8,67,18,4,4,71,16.0,6,2,21,2,33,0.0,1,1,9.0,,1.0,1.0,0.0,25.0,0
85.0,277.0,15,91,8,0,0,100,,7,8,8,0,25,22.0,0,0,36.0,,5.0,,0.0,100.0,1
69.0,29.0,3,10,14,0,0,100,,7,8,14,10,14,16.0,0,0,21.0,91.0,8.0,1.0,0.0,77.0,0
82.0,351.0,11,101,30,0,0,100,,7,8,31,1,6,,0,0,8.0,50.0,8.0,1.0,1.0,39.0,1
80.0,291.0,13,155,31,0,0,100,,7,8,31,0,6,0.0,1,1,21.0,80.0,7.0,1.0,1.0,42.0,1
59.0,78.0,4,30,23,0,0,100,,7,8,25,6,25,0.0,3,3,44.0,86.0,8.0,5.0,5.0,76.0,0
73.0,123.0,4,65,24,0,0,100,,7,8,24,1,38,0.0,1,1,68.0,80.0,3.0,7.0,1.0,71.0,1
79.0,261.0,4,121,14,0,0,93,61.0,6,6,14,2,7,0.0,2,2,11.0,,2.0,,0.0,50.0,1
75.0,188.0,4,50,18,0,0,100,,7,8,19,1,50,4.0,6,6,44.0,60.0,5.0,4.0,1.0,82.0,1
68.0,105.0,2,62,34,0,0,91,17.0,6,6,57,2,37,14.0,0,0,51.0,65.0,5.0,4.0,2.0,56.0,1
89.0,328.0,17,132,34,0,0,97,41.0,6,6,35,0,14,,0,0,1.0,,3.0,2.0,0.0,31.0,1
72.0,103.0,8,45,20,0,0,100,,7,8,21,2,52,0.0,1,1,71.0,90.0,1.0,3.0,1.0,80.0,1
79.0,233.0,3,83,47,0,0,100,,7,8,68,3,28,0.0,8,8,33.0,91.0,6.0,6.0,2.0,63.0,0
84.0,144.0,12,64,16,0,0,100,,7,8,16,0,25,1.0,4,4,5.0,,1.0,1.0,0.0,67.0,1
54.0,127.0,17,101,8,0,0,88,3.0,4,6,3,0,25,3.0,1,1,68.0,,5.0,,3.0,100.0,0
